,r_die_sym,rr_die_asym,beta,rr_inf_asym,rr_sus_slat,p_primary,r_clear,r_sc,r_react,irr_10,irr_20,irr_30,drt_trans,p_txi_pri,drt_act,rt_cs,rr_inf_cs,r_lat,r_relapse,r_relapse_td,r_relapse_tc,t0_decline,p_txi_pub,p_txi_eng,p_dx_pub,p_ent_pub,r_die_asym,r_act
0,0.2611551920327611,0.3014668941181737,23.14748222751437,0.31287755708016574,0.2770624873192664,0.11549136137715858,0.03898366881774296,0.21130884056623966,0.0008779178206871209,1.6359848849194134,1.2140097198465793,1.2834103547726488,0.013576959752885937,0.7108307207135429,0,0,1,0.5,0.002,0.14,0.032,2005,0.97,0.87,0.65,0.483,0.0787296446249517,0.06528560396932688
1,0.2773820421262905,0.12457418637572293,23.663413431144953,0.6107317156677505,0.2199649944682865,0.1223406696926895,0.03835950191016082,0.22505697552402268,0.0008800567043030603,1.2029947207970868,1.1623348058501592,1.855687556774693,0.0364695016704868,0.6648938520890473,0,0,1,0.5,0.002,0.14,0.032,2005,0.97,0.87,0.65,0.483,0.03455464221311914,0.06969712818403707
2,0.19506682733083802,0.04519736058750842,17.22408750291166,0.7101686658905207,0.19342895907558394,0.10554266068190353,0.0302302764434203,0.19358624510447697,0.0005264669804990664,1.5735221707117208,1.4183040634374415,1.7725968031155874,0.010924467156140474,0.771581348278053,0,0,1,0.5,0.002,0.14,0.032,2005,0.97,0.87,0.65,0.483,0.008816505733533129,0.058998152311191064
3,0.2095804841964205,0.5108323780681078,16.733201390060753,0.75256746123864,0.20341081884773005,0.13406532058127096,0.023686895972792225,0.1689611216545018,0.0008381892166601314,1.4061498081152692,1.34142423326016,1.5193721890917622,0.028201542690448396,0.8380375322732553,0,0,1,0.5,0.002,0.14,0.032,2005,0.97,0.87,0.65,0.483,0.10706049713872297,0.07741075843692057
4,0.24076127549033785,0.3743743699521917,16.004211835309093,0.46922891390787835,0.1611192655829069,0.12992101190438557,0.038896461584851445,0.23234469481564277,0.0008161103340270739,1.8395014721868976,1.6244988905593627,1.288584913125188,0.017821885520808625,0.8187764473728664,0,0,1,0.5,0.002,0.14,0.032,2005,0.97,0.87,0.65,0.483,0.09013485082058129,0.07466046972858764
5,0.21700829653694556,0.7577129404971743,26.3651185380527,0.40372634391701284,0.21001019868767373,0.12343471038059906,0.022648980123562777,0.20175433236808088,0.0009769317922586774,1.6807087438276904,1.2654455924270407,1.340739684740846,0.029920912704502717,0.7592392397441721,0,0,1,0.5,0.002,0.14,0.032,2005,0.97,0.87,0.65,0.483,0.16442999448129178,0.07040816687721779
6,0.27531552809344617,0.7131854130184836,17.03459454841137,0.4914880555281386,0.22173749572165818,0.11854223944257061,0.0389606763590466,0.17475864750586112,0.0011180782794553243,1.7706206650630414,1.829008029702109,1.3570276987015466,0.00557179440611188,0.5927016949707655,0,0,1,0.5,0.002,0.14,0.032,2005,0.97,0.87,0.65,0.483,0.19635101861372634,0.06724215540833466
7,0.223762271302246,0.07471634030354544,28.741588265996583,0.48568362773767243,0.16191262630372277,0.09497078241451959,0.0319992933954566,0.18636576137610347,0.0006166502647931613,1.4415668849472771,1.7173558744394555,1.207246797229885,0.021080928716792513,0.855609230567519,0,0,1,0.5,0.002,0.14,0.032,2005,0.97,0.87,0.65,0.483,0.016718698009712873,0.05246835161183598
8,0.225490033117719,0.4173167635282807,22.32129925373192,0.24071765720197374,0.2063437863966615,0.12358907237582988,0.030528541197648563,0.1958935827078775,0.001158025798546149,1.637061388874651,1.5677158380610718,1.855043653842454,0.01530682755276981,0.5715203352494542,0,0,1,0.5,0.002,0.14,0.032,2005,0.97,0.87,0.65,0.483,0.09410077082857132,0.07050863269748524
9,0.21204855485980462,0.7308181605049491,21.65443640988021,0.4847834197176629,0.16061531567539017,0.13040900096929128,0.02823701701989355,0.1822820421925586,0.0009351087995117073,1.0052269647298824,1.5232325831045754,1.7726578297515905,0.03775613658550378,0.6656428846476844,0,0,1,0.5,0.002,0.14,0.032,2005,0.97,0.87,0.65,0.483,0.15496893480037519,0.0749829523963863
10,0.1707521473389418,0.43788806859550733,19.132569424985743,0.46188772020090546,0.22508076430749718,0.10111284680064037,0.03232996582438071,0.1915669721406001,0.0014144338228951549,1.2483625980247657,1.248112935605888,1.6732746143343153,0.018525201285309913,0.7501097818388798,0,0,1,0.5,0.002,0.14,0.032,2005,0.97,0.87,0.65,0.483,0.07477032800678472,0.056243348478590985
11,0.20227349817860182,0.1854752740140957,13.041958375063007,0.7551680509223402,0.20486077120826915,0.12571010317598988,0.03214799467668821,0.17280605058784357,0.0009270871583500507,1.054437723402568,1.0154313553142085,1.2371920756694443,0.022337239379818536,0.7362430742455504,0,0,1,0.5,0.002,0.14,0.032,2005,0.97,0.87,0.65,0.483,0.03751673250046586,0.07189268893112614
12,0.2852338860141283,0.16906184913802577,24.420262776753578,0.9894234026972053,0.29402428380811707,0.10129607565175869,0.03082134817484085,0.17340395925294103,0.0007707051023439198,1.1773842629897997,1.06232927078917,1.0022499292089575,0.04883031435836086,0.6969131212810701,0,0,1,0.5,0.002,0.14,0.032,2005,0.97,0.87,0.65,0.483,0.0482221682063734,0.05635675605023128
13,0.2773820421262905,0.12457418637572293,23.663413431144953,0.6107317156677505,0.2199649944682865,0.1223406696926895,0.03835950191016082,0.22505697552402268,0.0008800567043030603,1.2029947207970868,1.1623348058501592,1.855687556774693,0.0364695016704868,0.6648938520890473,0,0,1,0.5,0.002,0.14,0.032,2005,0.97,0.87,0.65,0.483,0.03455464221311914,0.06969712818403707
14,0.2615313640613608,0.1034906630986911,17.211384056552703,0.8512765198462622,0.22474552599334313,0.09697184376743972,0.022695242458110873,0.17138573577067112,0.001035895566828103,1.2770073153305115,1.4465647950649239,1.547898357355825,0.028666162145654376,0.7700433695300286,0,0,1,0.5,0.002,0.14,0.032,2005,0.97,0.87,0.65,0.483,0.027066054287815416,0.05369259147577797
15,0.1374999787893331,0.5225446161690109,12.768512535056507,0.4471396808312226,0.20457920142701466,0.13225647839400026,0.02680528274856144,0.16984074503664015,0.0012063589981942983,1.8224687362206795,1.4795410720823177,1.0269587599304648,0.014947517849664691,0.5035054773723733,0,0,1,0.5,0.002,0.14,0.032,2005,0.97,0.87,0.65,0.483,0.0718498736397192,0.07620712520516604
16,0.19409927724158146,0.9693642959784312,16.028702185030344,0.8422622393287795,0.15725024718089428,0.13076267013983478,0.03222584791636326,0.2069732315120305,0.0013604946105762676,1.5444684922701566,1.409996426916225,1.2145301950061702,0.03282270105595349,0.6444289560846718,0,0,1,0.5,0.002,0.14,0.032,2005,0.97,0.87,0.65,0.483,0.18815290923320796,0.07521689741561759
17,0.24171103628406282,0.874652442267792,18.547519085146025,0.5146204114920223,0.1682379062104642,0.13390849813157454,0.021300387185884784,0.1654747860405059,0.0013116328499588076,1.5120917452335108,1.2852022698953471,1.1522596426750198,0.014901381360421384,0.8049597319561286,0,0,1,0.5,0.002,0.14,0.032,2005,0.97,0.87,0.65,0.483,0.21141314820893445,0.077306207163269
