,r_die_sym,rr_die_asym,beta,rr_inf_asym,rr_sus_slat,p_primary,r_clear,r_sc,r_react,irr_10,irr_20,irr_30,drt_trans,p_txi_pri,drt_act,rt_cs,rr_inf_cs,r_lat,r_relapse,r_relapse_td,r_relapse_tc,t0_decline,p_txi_pub,p_txi_eng,p_dx_pub,p_ent_pub,r_die_asym,r_act
0,0.12481768859217765,0.06645454856624955,23.669147733993594,0.5403757860101872,0.21567453452163096,0.1075149449393204,0.03358988398699083,0.18158232833745858,0.0009248281310837286,1.4169163098561663,1.412366769390331,1.4707533821035506,0.021385108219849902,0.5713714854592256,0.0,0.0,1.0,0.5,0.002,0.14,0.032,2005.0,0.97,0.87,0.65,0.483,0.008294703148475881,0.06023347076215776
1,0.2166526233585731,0.7460908658497772,25.24783765665462,0.6542075153260168,0.2472085752781254,0.11021212171086181,0.029398954981602724,0.15005482397790096,0.0006800698759405801,1.094505772660649,1.0911957165721025,1.505308908905171,0.03165719280792263,0.7197712781037469,0.0,0.0,1.0,0.5,0.002,0.14,0.032,2005.0,0.97,0.87,0.65,0.483,0.1616425433502235,0.061931683044938145
2,0.2637797205364724,0.20344615908465102,28.24033234017655,0.19228582328691382,0.23356165159903444,0.13127092545345936,0.022690987719389193,0.15175383944511664,0.000831167121622447,1.5482579911305332,1.928642957102105,1.2098233307172908,0.027553524988890243,0.6636581974870418,0.0,0.0,1.0,0.5,0.002,0.14,0.032,2005.0,0.97,0.87,0.65,0.483,0.05366497098756796,0.07555343161616883
3,0.1172603498801239,0.6806232631984164,26.658569522991847,0.5873665206213184,0.24141585953280348,0.12455710388338516,0.026513233043876403,0.2240619348793552,0.0005927475169661355,1.756070825359954,1.1689834150149014,1.949879612141169,0.04313223496024188,0.7419780907477286,0.0,0.0,1.0,0.5,0.002,0.14,0.032,2005.0,0.97,0.87,0.65,0.483,0.07981012197919797,0.07113947947713617
4,0.25791823303413575,0.4288070722467443,21.82372002079802,0.7832732575271121,0.18568419066096503,0.10077730333364984,0.036195383936050846,0.21809908046052476,0.001307693322111063,1.058405436169342,1.167968129948691,1.1237443688558186,0.02669974351240577,0.5959694511850766,0.0,0.0,1.0,0.5,0.002,0.14,0.032,2005.0,0.97,0.87,0.65,0.483,0.11059716238642128,0.05603578719001268
5,0.13722939746692278,0.960385541644347,24.087341709748948,0.449118184120539,0.142294599339309,0.12243123076159382,0.022427098148000597,0.19789684075556727,0.0009682680092030464,1.7623064892411038,1.769056010418815,1.7752464042170184,0.021902005978581565,0.8598536727079698,0.0,0.0,1.0,0.5,0.002,0.14,0.032,2005.0,0.97,0.87,0.65,0.483,0.131793129215798,0.06975591831272959
6,0.20369441464073973,0.32543296964717305,19.000006254027006,0.3806724339490272,0.2169153448854022,0.12988348227193264,0.03412237686823022,0.1510104529477687,0.0011702083021695815,1.518657954868673,1.88378179030825,1.1909724522719034,0.018514501080157276,0.6783270472966112,0.0,0.0,1.0,0.5,0.002,0.14,0.032,2005.0,0.97,0.87,0.65,0.483,0.06628887825707853,0.0746356836272153
7,0.14950043036030528,0.605452821874013,27.26651780458992,0.9416190058788776,0.2515524697379927,0.09076519702531191,0.03578679384021666,0.19939122587026425,0.001438353443024213,1.5246742285211146,1.5881397110353148,1.893717528489239,0.04568942839688765,0.61576699529197,0.0,0.0,1.0,0.5,0.002,0.14,0.032,2005.0,0.97,0.87,0.65,0.483,0.09051545743302619,0.04991295797760983
8,0.11750316541476771,0.877964552732355,24.052346139356334,0.6301639973771497,0.2148120355812387,0.0986871527840353,0.030260123197481715,0.20772331266552438,0.0009587406292007677,1.3673701937057126,1.700870107988952,1.602705172160726,0.015203001866990714,0.8022214387740312,0.0,0.0,1.0,0.5,0.002,0.14,0.032,2005.0,0.97,0.87,0.65,0.483,0.10316361406801246,0.05474633646289785
9,0.14228679388392673,0.0027727214554441743,18.83336227038119,0.5067000643225215,0.28895100221767694,0.11950239863113991,0.03258055257523011,0.19343937512473167,0.001126467076100259,1.373062740480825,1.1026923252298173,1.6312110139361204,0.03285754505977897,0.664294071034672,0.0,0.0,1.0,0.5,0.002,0.14,0.032,2005.0,0.97,0.87,0.65,0.483,0.00039452164622832655,0.06786071787439071
