r_test,p_tb,p_pub,p_path_ssm,p_xpert_sn,p_xpert_eng,p_scanty,sens_s,sens_x,sens_x_sn,spec_s,spec_x,spec_x_sn,sens_cdx,spec_cdx,sens_cdx_bn,spec_cdx_bn,r_access_s_pub,r_access_x_pub,r_access_sx_pub,r_access_x_eng,r_access_cdx_eng,r_tpb_s_pub,r_fpb_s_pub,r_tpb_x_pub,r_fpb_x_pub,r_tps_sx_pub,r_fps_sx_pub,r_tpx_sx_pub,r_fpx_sx_pub,r_tpb_sx_pub,r_fpb_sx_pub,r_tpb_pub,r_fpb_pub,r_tpc_pub,r_fpc_pub,r_tpb_x_eng,r_fpb_x_eng,r_tpc_eng,r_fpc_eng,ppv_pub,ppv_eng,ppv_pri,pdx_pub,pdx_eng,pdx_pri,lp__
0.020337334461176276,0.03524645615278407,0.5972900238472968,0.8327211065685558,0.9447498206358428,0.1177490243191351,0.16947115941309346,0.6312787558175794,0.8366851144567549,0.6354697938646541,0.9771923890434719,0.9718561578677459,0.9742873153511078,0.7821209348059383,0.9643380742516943,0.7821209348059383,0.9643380742516943,5.588722641992777e-4,0.002031984725096243,0.009556429996010909,9.643700994110697e-4,0.007225677376458777,1.0327706967178858e-5,1.0213238036305832e-5,4.976828290487664e-5,4.5822093342930725e-5,1.7659850912903194e-4,1.7464114893300648e-4,6.554792239198709e-5,1.9239522215011687e-4,2.4214643152101903e-4,3.670363710831234e-4,3.022424213930745e-4,4.2307170246235994e-4,9.847402869272644e-5,4.028394835135265e-4,2.3619785788606694e-5,2.1746943353746144e-5,2.073014380390971e-4,2.810027936522199e-4,0.32668141358071345,0.43270337113147783,0.44483006541814146,0.9359279604259131,0.7999483993398409,0.7821209348059383,-125.33401298922877
0.020218815686885723,0.06640763801602197,0.6072485457851223,0.8239153268964712,0.8673042895514437,0.10509790564383456,0.3033695542742243,0.6460137805312702,0.8646899977461542,0.6371743926365382,0.9891940796375924,0.9764176477311115,0.9746024056800219,0.5719944678267705,0.9723538835038457,0.5719944678267705,0.9723538835038457,0.0013423373135282933,0.0021619405738724606,0.008773568535958022,8.345792383787456e-4,0.007106390025148202,4.011658257566631e-5,9.433724002797972e-6,8.648179040304372e-5,3.315817472130559e-5,2.6220353342551196e-4,6.165918450877936e-5,9.154643289553715e-5,1.433540953050217e-4,3.537499663210491e-4,2.0501327981380107e-4,4.803483392997591e-4,2.4760517853790465e-4,1.9161496734732355e-4,3.100483894261341e-4,3.33847783054098e-5,1.2800131760961673e-5,2.825402332212812e-4,2.0460415635742638e-4,0.5464818518041221,0.5923638767585679,0.5954196838133874,0.82414822622996,0.5990905393829214,0.5719944678267705,-116.00571553580025
0.022003639434239195,0.049350136730856205,0.555340809434929,0.8276843093216872,0.9973952219935133,0.09077721144969275,0.2155118928883956,0.6312381837403622,0.851764986146469,0.6427059073083177,0.9832876765238929,0.974907459529496,0.9795110196615519,0.2570726574229407,0.9600602719939556,0.2570726574229407,0.9600602719939556,2.634447493092251e-5,0.002105614844855958,0.010087559614137839,8.881751755063208e-4,0.008895945324808155,6.438097256096742e-7,3.283472129432961e-7,6.943420086654003e-5,3.940311182236248e-5,2.4652110183552225e-4,1.2572739040677194e-4,9.255908987590023e-5,1.5156328522320604e-4,3.3908019171142247e-4,2.77290675629978e-4,4.091582023035722e-4,3.170221346652838e-4,4.98404056462363e-5,4.5129743366592346e-4,2.9288230794648988e-5,1.6620734719751686e-5,1.165977340586255e-4,3.708264787504085e-4,0.3739850161273199,0.2735362636014431,0.2504491902660332,0.7611476300668192,0.3021366147999117,0.2570726574229407,-115.27315105262798
0.02178907867978555,0.0426041677933925,0.5542244518654901,0.8376302088418152,0.9715473254075555,0.10659073153466364,0.24129577462443683,0.6339622910726839,0.8208332150301126,0.6362005767277115,0.9773829699653956,0.9755482583708391,0.9724550153089337,0.2969743156033919,0.9599132588913257,0.2969743156033919,0.9599132588913257,2.878060892259281e-4,0.0019607841233366175,0.009827449975395638,0.0010353198782682251,0.008677718613559142,5.897772195142723e-6,4.728240822781985e-6,5.2024665051056925e-5,3.482600156269319e-5,2.0138580587343206e-4,1.6145089314297716e-4,7.397505860005563e-5,1.9218176605041118e-4,2.753608644734877e-4,3.5363265919338834e-4,3.3328330171968735e-4,3.931869015788635e-4,5.381362902064359e-5,4.4770330200182397e-4,2.7469709309941543e-5,1.8388588151713937e-5,1.1473490200738005e-4,3.7203838910846576e-4,0.3152288162647286,0.26698493736938755,0.2479333821180227,0.752390133451161,0.34364219418320213,0.2969743156033919,-115.47155486435629
0.020059474102953157,0.04833097915470724,0.6064817428333795,0.8315872377414739,0.9329646999366725,0.11981802161224978,0.2873119694444993,0.6448950524752871,0.8292732194037963,0.6354534994688558,0.9784270153235851,0.9703936462796746,0.9712050485748459,0.7596758875277819,0.9709913469148539,0.7596758875277819,0.9709913469148539,6.78185730997208e-4,0.002048859952594756,0.009438659130688108,9.458158192323451e-4,0.006947953469440739,1.5064778544930264e-5,9.923029447228797e-6,5.8524130888909355e-5,4.11417342362687e-5,2.096642601958338e-4,1.3810389722953144e-4,7.336279347123404e-5,1.803601073354707e-4,2.8302705366706785e-4,3.1846400456500215e-4,3.5661596310090747e-4,3.6952876824849964e-4,1.7576200352910929e-4,3.251346584582944e-4,2.701651166125509e-5,1.8992270809937785e-5,2.6930288940671767e-4,2.1736947899507247e-4,0.4338712365540258,0.5562791185352636,0.5708091316906488,0.905434846615188,0.7766942040571954,0.7596758875277819,-115.36481417306379
0.019569873306395386,0.05513459974921845,0.6245506521287417,0.8273391095681752,0.9164084473207184,0.12063194083032053,0.29328086093908895,0.6375754190388715,0.8612933764894689,0.6330361907355513,0.9820486521450913,0.9729164954499637,0.9734871527532705,0.8495380607820381,0.9757545054984347,0.8495380607820381,0.9757545054984347,8.452820117764868e-4,0.0021103265194238707,0.009266768604385736,8.863427233280733e-4,0.00646115344748122,2.0999273549287416e-5,1.0132473775755905e-5,7.082259619468917e-5,3.816553158848279e-5,2.302135927777204e-4,1.1108161366477158e-4,8.284104762681345e-5,1.611144492290658e-4,3.130546404045339e-4,2.721960628938374e-4,4.0487651014851044e-4,3.2049406825807606e-4,2.2852519567057603e-4,2.722285867335109e-4,2.9745677840177353e-5,1.6029624275694827e-5,3.1887885382753366e-4,1.6793315145747595e-4,0.5165884685630925,0.6545866317563199,0.6715484699947201,0.9399382478940876,0.8605861438348006,0.8495380607820381,-114.73049361829528
0.020795817741162032,0.07087619689634587,0.5909913424653236,0.8232751612514058,0.9893793712815828,0.09666140500336438,0.3267269950595185,0.6375155222645822,0.8526667936763436,0.6444080189350692,0.989736255834121,0.9756869981135223,0.9806140953105599,0.4280022641253067,0.9691033862790082,0.4280022641253067,0.9691033862790082,1.0746136700249746e-4,0.0021719744667079745,0.01001071241080307,8.221699640403022e-4,0.0076834995326081875,3.2691491266011154e-6,6.89958496546251e-7,8.837423617910999e-5,3.3033765939369886e-5,3.0454211264287396e-4,6.427403891255227e-5,1.1158528905746149e-4,1.2015319561146051e-4,4.1612740170033545e-4,1.844272345240128e-4,5.077707870060465e-4,2.1815095895992892e-4,1.5549672355420058e-4,3.460704466129522e-4,3.3452806971343234e-5,1.2504461065627767e-5,2.437030763610531e-4,2.4378403105489198e-4,0.540345009916417,0.5195591069773295,0.5137901394341928,0.7614321270418671,0.4597430711699521,0.4280022641253067,-114.27440975712616
0.020420937616643816,0.0418332117034242,0.5959739269224144,0.8310754287365725,0.8471770367443121,0.11392002923913803,0.2218151781818944,0.6390614061902545,0.8294533188504459,0.6497164109839387,0.9784874123004244,0.9704108631810382,0.9700537102641182,0.6983416072326403,0.9664937614306373,0.6983416072326403,0.9664937614306373,0.0015457241693384804,0.002055870544846772,0.008568751668643612,9.399075945963752e-4,0.007310683639218577,3.215722413030582e-5,2.4794109834231205e-5,5.5512613956770175e-5,4.5357794548194165e-5,1.782641905919281e-4,1.3744662484350314e-4,6.541520090397851e-5,1.8721458999521837e-4,2.436793914959066e-4,3.2466121483872153e-4,3.313492295829826e-4,3.948131192211469e-4,1.2414799149195604e-4,3.7749497393161117e-4,2.5379383728538147e-5,2.0736780181442412e-5,2.2330823905315482e-4,2.641868310332388e-4,0.37098489133144985,0.4660464528064691,0.47642884563948096,0.8946673415917353,0.7205230711778874,0.6983416072326403,-119.60750598795819
0.02381341524262977,0.049613530895663276,0.5141994586896393,0.8259609275534163,0.7619393419221218,0.07466707341184593,0.167651781947064,0.6302384063808854,0.8648594521062359,0.6480258539387833,0.9863495448445417,0.9767847084883683,0.9733330277986302,0.0010707605965741527,0.9557210312145503,0.0010707605965741527,0.9557210312145503,0.0024076892472317175,0.002131081505613329,0.007706074474466789,8.63791266603824e-4,0.010704778748714111,6.266289981678998e-5,2.59987737338748e-5,7.611158856664196e-5,3.913627618235408e-5,2.0055950880265813e-4,8.321193728318734e-5,7.625222574107191e-5,1.6034043489549757e-4,2.7681173454373006e-4,2.435523721786849e-4,4.15586222927162e-4,3.086874220949138e-4,2.055044255282996e-7,5.016208422386955e-4,3.085031019134456e-5,1.586310682377369e-5,5.815378919285282e-7,4.861276976740124e-4,0.3391173070483729,0.05892484680053345,0.0012608019436772073,0.684419552868635,0.054763361895746134,0.0010707605965741527,-130.8296886057223
0.020909934890076705,0.07439412754426289,0.5817655294780981,0.8317955365909662,0.997661779145826,0.10846418587563376,0.3653513715401111,0.6364677271828546,0.8631937490921804,0.6307403729020664,0.9884379924942722,0.9868885270517307,0.9753059699741239,0.3840989721951017,0.9686721600355348,0.3840989721951017,0.9686721600355348,2.365934846297701e-5,0.0020461533613781164,0.010094866632836937,9.485470232229671e-4,0.007796708524175707,7.10969824851458e-7,1.606924509549218e-7,8.339086311683188e-5,1.575974230387587e-5,3.033534745505759e-4,6.856354746336543e-5,1.0928641725661698e-4,1.4474428812801194e-4,4.126398918071929e-4,2.1330783559137738e-4,4.967417247488762e-4,2.2922827034620817e-4,1.5680417332141863e-4,3.455608103518557e-4,3.8657979634620155e-5,7.305833927831407e-6,2.3504463276999478e-4,2.5335933362960716e-4,0.5320583630416517,0.5121989436265246,0.49633046314593743,0.7221655592622491,0.4206954190792363,0.3840989721951017,-119.40255806114976
