r_test,p_tb,p_pub,p_path_ssm,p_xpert_sn,p_xpert_eng,p_scanty,sens_s,sens_x,sens_x_sn,spec_s,spec_x,spec_x_sn,sens_cdx,spec_cdx,sens_cdx_bn,spec_cdx_bn,r_access_s_pub,r_access_x_pub,r_access_sx_pub,r_access_x_eng,r_access_cdx_eng,r_tpb_s_pub,r_fpb_s_pub,r_tpb_x_pub,r_fpb_x_pub,r_tps_sx_pub,r_fps_sx_pub,r_tpx_sx_pub,r_fpx_sx_pub,r_tpb_sx_pub,r_fpb_sx_pub,r_tpb_pub,r_fpb_pub,r_tpc_pub,r_fpc_pub,r_tpb_x_eng,r_fpb_x_eng,r_tpc_eng,r_fpc_eng,ppv_pub,ppv_eng,ppv_pri,pdx_pub,pdx_eng,pdx_pri,lp__
0.014554699348764008,0.05012550402594288,0.83866119936945,0.8287872469721786,0.8906500194123105,0.3866557073123307,0.22722073822784344,0.6426798088782083,0.8722916862772874,0.6359703193468498,0.9836992786452261,0.9768561212231697,0.9742671594371611,0.973118688189379,0.7220971948584323,0.6404441654231668,0.9674252590138205,0.001106245608441418,0.0020899018973696473,0.009010314106485113,9.079595229314757e-4,0.0014402782135363558,2.753977748880623e-5,1.3236710461224695e-5,7.061579373351767e-5,3.550452707027798e-5,2.2431008421941454e-4,1.0781233216398146e-4,7.931376164643938e-5,1.6742168137744848e-4,3.036238458658539e-4,2.7523401354142993e-4,4.017794170881778e-4,3.2397525107293263e-4,1.3454170743320857e-4,3.671378960171037e-4,3.067908712385448e-5,1.5424969708487452e-5,7.975359077660418e-5,4.0778579663273095e-4,0.4369448832622894,0.20694094360586912,0.15596461035860504,0.8765493276264541,0.9382029367449586,0.973118688189379,-122.94260614253864
0.014535231250617354,0.06581566832694152,0.8404871818745625,0.8278194072741673,0.9507142827426758,0.3845875517660878,0.35916696647837915,0.6484447765531666,0.8465516627553783,0.6411604542271545,0.984121813554474,0.9730966817844208,0.9730802631835689,0.9948373414961529,0.7321138908140242,0.4148183683320849,0.9684738726461275,4.984363706755455e-4,0.0021034744376354506,0.009614764743415457,8.916876598697623e-4,0.0014268680390211392,1.3631916196676108e-5,4.737924019608142e-6,7.510431544411285e-5,3.387821787546652e-5,2.629576711172897e-4,9.139386188646084e-5,9.14056689923012e-5,1.5248804612039618e-4,3.543633401095909e-4,2.4388190800685703e-4,4.4309957175037986e-4,2.824980499019317e-4,1.497283143982081e-4,3.508898591378441e-4,3.183760643165364e-5,1.4361376719125177e-5,1.0456307655552702e-4,3.8288939517710423e-4,0.4834613030388516,0.25559882155100827,0.2073787725617814,0.7373034880739885,0.8938604376045416,0.9948373414961529,-123.6915412388
0.014621022881671523,0.050185752660632875,0.8385095922007777,0.8249228321859658,0.8264742112470151,0.36052988573071293,0.20926936308549907,0.6408095061277245,0.874718833228933,0.6462496785456318,0.9848174405952128,0.9740231731779153,0.9740974208576841,0.9806707773765203,0.7365887533721471,0.013706084047158899,0.9559869773394392,0.001754943516886392,0.0021464229556708296,0.008358501461511408,8.512669234517792e-4,0.0015098880241511158,4.462734976550598e-5,2.0011303463520536e-5,7.450626442639783e-5,4.1876333434705556e-5,2.1255257770356505e-4,9.531048015912454e-5,7.699501446923805e-5,1.6013800318042136e-4,2.895475921728031e-4,2.5544848333954593e-4,4.0868120636470694e-4,3.1733612023777204e-4,2.8315329601633897e-6,4.985470000943174e-4,2.954903101859626e-5,1.6608067591814162e-5,7.449074022640766e-5,4.126170926040264e-4,0.3352730385125158,0.19509959329951765,0.16437700559385154,0.6688320107954557,0.8779998844759451,0.9806707773765203,-125.32994358790008
0.014559448489427536,0.052554277458641635,0.8364691328234497,0.8306507214985567,0.8781445884268115,0.39065694138736967,0.21350144169743066,0.6453240745452304,0.8474286910937251,0.6365182566741208,0.9864179180471777,0.9809108218836085,0.9741551910651252,0.9713674527967175,0.72788488809536,0.03836109296290187,0.9561064448949449,0.001232702029871345,0.0020624251420923545,0.008883402080375436,9.301226268513041e-4,0.001450796610237096,3.288076996695027e-5,1.2476039124731279e-5,7.224160038638301e-5,2.9337134698738522e-5,2.3695353236275388e-4,8.990791710390083e-5,8.289491590187963e-5,1.68758582269881e-4,3.198484482646335e-4,2.586664993737818e-4,4.249708186179668e-4,3.004796731972516e-4,8.250051227505842e-6,4.932764646377271e-4,3.257987199048404e-5,1.3230605190643718e-5,7.468782725638057e-5,4.1213615990320083e-4,0.3530798597966057,0.20139083448090378,0.16528163030740997,0.6768718561639078,0.8572672486420709,0.9713674527967175,-125.6443214488171
0.014694552906132662,0.05742103809636854,0.8296258296632688,0.829722013454161,0.9890253160105694,0.36780064118841055,0.3059562922654638,0.6353321229124885,0.8265975768986182,0.6348995190827532,0.982435417568011,0.9736570770795584,0.9757281790284468,0.9909746874731229,0.7587549296771989,0.13553042960502074,0.9586679609674121,1.1101030047433493e-4,0.0020758556384680386,0.010004114707338734,9.208154824349197e-4,0.0015827567774166348,2.81074827799365e-6,1.2755740375524131e-6,6.83831554382983e-5,3.577384925130781e-5,2.5330125282387007e-4,1.149531974497072e-4,9.23079339330892e-5,1.5605927930615265e-4,3.4560918675695927e-4,2.7101247675585983e-4,4.168030904732512e-4,3.0806190004472006e-4,3.838434192051725e-5,4.6221205855826976e-4,3.033364512370847e-5,1.586869223777397e-5,9.3118213383258e-5,3.951249630917606e-4,0.3714416755500807,0.2309905412448334,0.20015382115752373,0.6502503300244514,0.8587494301526758,0.9909746874731229,-126.30937595579448
0.014643066922522235,0.07151164289566476,0.8304828674411079,0.8315332881162083,0.9929015176366762,0.3825717631452237,0.38540558408915687,0.6386323306614642,0.8469808033827908,0.6330668519160475,0.984518653248909,0.9800927897047612,0.9729383723933879,0.9962887115243666,0.7623656321801817,0.7215069705944899,0.9811990767603941,7.178073022047767e-5,0.002048692720039238,0.010040342755688589,9.496390332081833e-4,0.0015326116833657467,2.014763797075777e-6,6.341349392429598e-7,7.626332867052131e-5,2.327299631212778e-5,2.8181545426271646e-4,8.869974049860963e-5,1.009514992731103e-4,1.526481247921523e-4,3.827669535358268e-4,2.4134786529076194e-4,4.610450460034239e-4,2.652549965421327e-4,2.9480406838114983e-4,2.0729749932225399e-4,3.53506570309503e-5,1.0787828502306264e-5,1.3268479516987221e-4,3.5453107581030074e-4,0.615311074227089,0.3150540539300751,0.24408845168395457,0.8691517886230999,0.9466261964760597,0.9962887115243666,-126.6182557007822
0.014690020890808932,0.04505330469615239,0.8335524681095698,0.8261053983874781,0.7468354953074929,0.35431225989932646,0.15281369473628473,0.6342486178640844,0.8271526595284824,0.6496571581402174,0.9843554591760482,0.9733990029295219,0.971465875731752,0.9804784257322949,0.746166536002079,0.4943387085362397,0.9633429832437183,0.0025609059552036987,0.0021293225585510417,0.007554674656360187,8.663351853389831e-4,0.001578782535355022,6.199529611096957e-5,3.241264763089527e-5,6.722529315058667e-5,4.582446754836593e-5,1.8288617408671436e-4,9.561733694480023e-5,6.851592877016313e-5,1.7166838661055074e-4,2.514021028568775e-4,2.6728572355535097e-4,3.8062269211843375e-4,3.4552283873461216e-4,8.455696304067911e-5,4.1597308483360475e-4,2.735125148944639e-5,1.8644121543327076e-5,7.55146951656849e-5,4.123358811787446e-4,0.3792197898337021,0.192688446498727,0.15414595062688313,0.8432157402736332,0.9337813628242931,0.9804784257322949,-127.24952207757369
0.014643981133922776,0.04814601488679804,0.8376034667194104,0.8248183832486575,0.7375670725052265,0.3549385872285487,0.15600816062211362,0.6411395714205858,0.8704840743493274,0.6470084355386421,0.9866352895870619,0.9762044768579687,0.9720044763124467,0.9846147148115956,0.738783076368137,0.49208483960281085,0.9636819924409318,0.0026550596568802576,0.002148751322474797,0.007462038384992305,8.440907305364266e-4,0.0015340410390389894,6.917122381322772e-5,2.8506402737828324e-5,7.60055979837416e-5,4.107617486896468e-5,1.944055478729598e-4,8.011717209310078e-5,7.040306820280167e-5,1.6558130443542176e-4,2.648086160757614e-4,2.456984765285225e-4,4.099854378727308e-4,3.152810541353155e-4,8.885395266096827e-5,4.1257316672037964e-4,2.9857164044959835e-05,1.6135891617673726e-5,7.802751255087653e-5,4.1001825176117344e-4,0.40665361415610285,0.2020165436680253,0.16012826266820002,0.8447005312204524,0.9422442666282367,0.9846147148115956,-125.81223599928434
0.014602327960393447,0.08281593869587892,0.8396076986367035,0.8254047540982031,0.999565693294489,0.36426596075211837,0.42594135982446374,0.649623237751402,0.8786093776096685,0.6340044416881564,0.9885944354510259,0.9767472858943584,0.9751771838460402,0.958037649844841,0.7551760982781779,0.17533312869660658,0.9625180787939636,4.395031691862858e-6,0.0021405773432613072,0.01011525459861116,8.531476661457928e-4,0.0014889533206833242,1.3573559452785955e-7,2.6393169975706848e-8,8.941223386756047e-5,2.620700148089987e-5,3.123982244053393e-4,6.074441612400215e-5,1.0682541794472509e-4,1.3069494418556284e-4,4.1922364235006434e-4,1.91439360309565e-4,5.087716118121527e-4,2.1767275496044057e-4,8.881860708651415e-5,4.133210917996574e-4,3.563610485233425e-5,1.0445052228780732e-5,1.242745652177141e-4,3.632802114561284e-4,0.4864056401205561,0.2996624851419365,0.2610844461648208,0.5885604042624669,0.8244378028005773,0.958037649844841,-133.27832782696515
0.014755293979458062,0.060599228345219455,0.8324561024186983,0.8234159148700557,0.997003870587706,0.33346341746407265,0.25881315870281396,0.6364205940244135,0.8374014885067638,0.6354558180268386,0.9880912114108013,0.9741866224590218,0.9815074678520752,0.985600953975296,0.7703237248133594,0.16744527326607633,0.959599679726763,3.0303237714124587e-5,0.0021690060710679937,0.010083825207399623,8.24374743140269e-4,0.0016477847201360502,8.662196905709731e-7,2.512668707977867e-7,8.158104998624133e-5,3.8983803921839285e-5,2.882466894570184e-4,8.361255749098232e-5,1.0464168867350288e-4,1.2829133986592593e-4,3.928883781305213e-4,2.1190389735690823e-4,4.753356478073336e-4,2.511389681495453e-4,4.50449260835882e-5,4.5602455694878556e-4,3.100653245032475e-5,1.4816585243061514e-5,1.0158975125393571e-4,0.00038621100256234277,0.4239200647206059,0.24848266875530686,0.21680569311083606,0.699108807941929,0.8850906996601818,0.985600953975296,-125.73523682175905
